,Injury.Severity
77760,Fatal
77761,Non-Fatal
77762,Fatal
77763,
77764,Fatal
77765,Non-Fatal
77766,Non-Fatal
77767,Non-Fatal
77768,Fatal
77769,Non-Fatal
77770,
77771,Non-Fatal
77772,Non-Fatal
77773,Non-Fatal
77774,Fatal
77775,Non-Fatal
77776,Non-Fatal
77777,Non-Fatal
77778,Fatal
77779,Fatal
77780,Fatal
77781,Non-Fatal
77782,Non-Fatal
77783,Non-Fatal
77784,Non-Fatal
77785,
77786,Non-Fatal
77787,Fatal
77788,Non-Fatal
77789,Non-Fatal
77790,Non-Fatal
77791,Fatal
77792,Non-Fatal
77793,Non-Fatal
77794,Non-Fatal
77795,Non-Fatal
77796,Non-Fatal
77797,Non-Fatal
77798,Non-Fatal
77799,Non-Fatal
77800,Fatal
77801,Non-Fatal
77802,Non-Fatal
77803,Non-Fatal
77804,Non-Fatal
77805,Non-Fatal
77806,Non-Fatal
77807,Non-Fatal
77808,Non-Fatal
77809,Non-Fatal
77810,Non-Fatal
77811,Non-Fatal
77812,Non-Fatal
77813,Fatal
77814,Non-Fatal
77815,Non-Fatal
77816,Non-Fatal
77817,
77818,Fatal
77819,Non-Fatal
77820,Non-Fatal
77821,Non-Fatal
77822,Fatal
77823,
77824,Non-Fatal
77825,Fatal
77826,Non-Fatal
77827,Fatal
77828,Non-Fatal
77829,Fatal
77830,Non-Fatal
77831,Non-Fatal
77832,
77833,Non-Fatal
77834,Non-Fatal
77835,Non-Fatal
77836,Non-Fatal
77837,Non-Fatal
77838,Fatal
77839,Non-Fatal
77840,Fatal
77841,Non-Fatal
77842,Fatal
77843,Non-Fatal
77844,Non-Fatal
77845,Non-Fatal
77846,
77847,Non-Fatal
77848,Non-Fatal
77849,Fatal
77850,Fatal
77851,Non-Fatal
77852,Non-Fatal
77853,Non-Fatal
77854,Non-Fatal
77855,Fatal
77856,Non-Fatal
77857,Non-Fatal
77858,Non-Fatal
77859,Non-Fatal
77860,Non-Fatal
77861,Non-Fatal
77862,
77863,Fatal
77864,
77865,Fatal
77866,Non-Fatal
77867,
77868,Non-Fatal
77869,Non-Fatal
77870,Non-Fatal
77871,Non-Fatal
77872,Non-Fatal
77873,Fatal
77874,Non-Fatal
77875,Non-Fatal
77876,Non-Fatal
77877,Non-Fatal
77878,Non-Fatal
77879,Non-Fatal
77880,Non-Fatal
77881,Non-Fatal
77882,Non-Fatal
77883,Non-Fatal
77884,Fatal
77885,Non-Fatal
77886,Non-Fatal
77887,Non-Fatal
77888,Fatal
77889,Non-Fatal
77890,Fatal
77891,
77892,Fatal
77893,Non-Fatal
77894,Non-Fatal
77895,Non-Fatal
77896,Non-Fatal
77897,Non-Fatal
77898,Non-Fatal
77899,Non-Fatal
77900,Non-Fatal
77901,Fatal
77902,Fatal
77903,Non-Fatal
77904,Non-Fatal
77905,Non-Fatal
77906,Non-Fatal
77907,Non-Fatal
77908,Non-Fatal
77909,Fatal
77910,Non-Fatal
77911,Non-Fatal
77912,
77913,Non-Fatal
77914,Non-Fatal
77915,Non-Fatal
77916,Non-Fatal
77917,Fatal
77918,Fatal
77919,Non-Fatal
77920,Non-Fatal
77921,
77922,Fatal
77923,Non-Fatal
77924,Non-Fatal
77925,Fatal
77926,Non-Fatal
77927,Non-Fatal
77928,Non-Fatal
77929,Fatal
77930,Non-Fatal
77931,Non-Fatal
77932,Non-Fatal
77933,Non-Fatal
77934,Non-Fatal
77935,Non-Fatal
77936,
77937,Non-Fatal
77938,Non-Fatal
77939,Non-Fatal
77940,Non-Fatal
77941,Non-Fatal
77942,
77943,Non-Fatal
77944,Non-Fatal
77945,Non-Fatal
77946,Fatal
77947,Non-Fatal
77948,
77949,Non-Fatal
77950,Non-Fatal
77951,Non-Fatal
77952,Non-Fatal
77953,Fatal
77954,Non-Fatal
77955,Fatal
77956,Non-Fatal
77957,Non-Fatal
77958,Non-Fatal
77959,Non-Fatal
77960,Non-Fatal
77961,
77962,Non-Fatal
77963,Fatal
77964,Non-Fatal
77965,Non-Fatal
77966,Non-Fatal
77967,Non-Fatal
77968,Non-Fatal
77969,Non-Fatal
77970,Non-Fatal
77971,Non-Fatal
77972,Non-Fatal
77973,Non-Fatal
77974,
77975,Fatal
77976,Non-Fatal
77977,Non-Fatal
77978,Non-Fatal
77979,Non-Fatal
77980,Fatal
77981,Non-Fatal
77982,Fatal
77983,Fatal
77984,Non-Fatal
77985,
77986,Non-Fatal
77987,
77988,Fatal
77989,Non-Fatal
77990,Fatal
77991,Non-Fatal
77992,Non-Fatal
77993,Non-Fatal
77994,Fatal
77995,
77996,Fatal
77997,
77998,Non-Fatal
77999,Non-Fatal
78000,Non-Fatal
78001,Fatal
78002,Non-Fatal
78003,Fatal
78004,Non-Fatal
78005,Non-Fatal
78006,Non-Fatal
78007,Fatal
78008,Non-Fatal
78009,
78010,Non-Fatal
78011,Fatal
78012,Fatal
78013,Non-Fatal
78014,Non-Fatal
78015,Non-Fatal
78016,Non-Fatal
78017,Non-Fatal
78018,Non-Fatal
78019,Non-Fatal
78020,Non-Fatal
78021,Non-Fatal
78022,Non-Fatal
78023,Fatal
78024,Non-Fatal
78025,Non-Fatal
78026,Fatal
78027,Non-Fatal
78028,Fatal
78029,Non-Fatal
78030,
78031,Non-Fatal
78032,Non-Fatal
78033,Non-Fatal
78034,Fatal
78035,Non-Fatal
78036,Non-Fatal
78037,Non-Fatal
78038,Non-Fatal
78039,Non-Fatal
78040,Fatal
78041,Fatal
78042,Non-Fatal
78043,Fatal
78044,Non-Fatal
78045,Non-Fatal
78046,Non-Fatal
78047,Non-Fatal
78048,Non-Fatal
78049,Non-Fatal
78050,Non-Fatal
78051,
78052,Non-Fatal
78053,Fatal
78054,Non-Fatal
78055,Non-Fatal
78056,Non-Fatal
78057,Non-Fatal
78058,Non-Fatal
78059,Non-Fatal
78060,Non-Fatal
78061,Non-Fatal
78062,Non-Fatal
78063,Non-Fatal
78064,
78065,Non-Fatal
78066,Non-Fatal
78067,Fatal
78068,Fatal
78069,Non-Fatal
78070,Non-Fatal
78071,Fatal
78072,Fatal
78073,Non-Fatal
78074,Non-Fatal
78075,Non-Fatal
78076,Non-Fatal
78077,Non-Fatal
78078,Non-Fatal
78079,Non-Fatal
78080,Non-Fatal
78081,Fatal
78082,Non-Fatal
78083,Non-Fatal
78084,Non-Fatal
78085,Non-Fatal
78086,Non-Fatal
78087,Fatal
78088,Non-Fatal
78089,Non-Fatal
78090,Non-Fatal
78091,Non-Fatal
78092,Non-Fatal
78093,Non-Fatal
78094,Non-Fatal
78095,Non-Fatal
78096,Non-Fatal
78097,Non-Fatal
78098,Fatal
78099,
78100,Fatal
78101,Fatal
78102,Non-Fatal
78103,Fatal
78104,Non-Fatal
78105,Non-Fatal
78106,Non-Fatal
78107,Fatal
78108,Non-Fatal
78109,Non-Fatal
78110,Non-Fatal
78111,Fatal
78112,Non-Fatal
78113,Fatal
78114,Non-Fatal
78115,Non-Fatal
78116,Fatal
78117,Non-Fatal
78118,Fatal
78119,Non-Fatal
78120,Non-Fatal
78121,Non-Fatal
78122,Non-Fatal
78123,Non-Fatal
78124,Non-Fatal
78125,Non-Fatal
78126,Non-Fatal
78127,Non-Fatal
78128,Non-Fatal
78129,Non-Fatal
78130,
78131,Fatal
78132,Non-Fatal
78133,Non-Fatal
78134,Non-Fatal
78135,Fatal
78136,Non-Fatal
78137,Non-Fatal
78138,Non-Fatal
78139,Non-Fatal
78140,Fatal
78141,Non-Fatal
78142,Non-Fatal
78143,Non-Fatal
78144,Non-Fatal
78145,Non-Fatal
78146,Non-Fatal
78147,Non-Fatal
78148,Non-Fatal
78149,
78150,
78151,Non-Fatal
78152,Non-Fatal
78153,
78154,Non-Fatal
78155,Non-Fatal
78156,Non-Fatal
78157,Non-Fatal
78158,Non-Fatal
78159,Non-Fatal
78160,Non-Fatal
78161,Fatal
78162,Non-Fatal
78163,Non-Fatal
78164,Non-Fatal
78165,Non-Fatal
78166,Non-Fatal
78167,Non-Fatal
78168,Non-Fatal
78169,Non-Fatal
78170,Non-Fatal
78171,Non-Fatal
78172,Non-Fatal
78173,Non-Fatal
78174,Non-Fatal
78175,Fatal
78176,Fatal
78177,Fatal
78178,Non-Fatal
78179,Non-Fatal
78180,Non-Fatal
78181,Non-Fatal
78182,Non-Fatal
78183,Non-Fatal
78184,Fatal
78185,Non-Fatal
78186,Fatal
78187,Fatal
78188,Non-Fatal
78189,Non-Fatal
78190,
78191,Non-Fatal
78192,Non-Fatal
78193,Non-Fatal
78194,Non-Fatal
78195,Non-Fatal
78196,Fatal
78197,Fatal
78198,Fatal
78199,Non-Fatal
78200,Non-Fatal
78201,Non-Fatal
78202,Non-Fatal
78203,Non-Fatal
78204,Fatal
78205,Non-Fatal
78206,Non-Fatal
78207,Non-Fatal
78208,
78209,Non-Fatal
78210,Fatal
78211,Non-Fatal
78212,Non-Fatal
78213,Non-Fatal
78214,Non-Fatal
78215,Non-Fatal
78216,Non-Fatal
78217,Non-Fatal
78218,Non-Fatal
78219,Non-Fatal
78220,Non-Fatal
78221,Non-Fatal
78222,Non-Fatal
78223,Non-Fatal
78224,Non-Fatal
78225,Fatal
78226,Non-Fatal
78227,Non-Fatal
78228,Non-Fatal
78229,Non-Fatal
78230,Non-Fatal
78231,Non-Fatal
78232,Fatal
78233,Non-Fatal
78234,Non-Fatal
78235,Fatal
78236,Non-Fatal
78237,Non-Fatal
78238,Non-Fatal
78239,Non-Fatal
78240,Non-Fatal
78241,Non-Fatal
78242,Fatal
78243,Non-Fatal
78244,Non-Fatal
78245,Non-Fatal
78246,Non-Fatal
78247,Fatal
78248,Non-Fatal
78249,Non-Fatal
78250,Non-Fatal
78251,Non-Fatal
78252,Non-Fatal
78253,Fatal
78254,
78255,Fatal
78256,Fatal
78257,Fatal
78258,Non-Fatal
78259,Non-Fatal
78260,Fatal
78261,Fatal
78262,Non-Fatal
78263,Non-Fatal
78264,Non-Fatal
78265,Non-Fatal
78266,Non-Fatal
78267,Non-Fatal
78268,Non-Fatal
78269,Fatal
78270,Non-Fatal
78271,Non-Fatal
78272,Non-Fatal
78273,Non-Fatal
78274,Non-Fatal
78275,Non-Fatal
78276,
78277,Non-Fatal
78278,Non-Fatal
78279,Non-Fatal
78280,Non-Fatal
78281,Non-Fatal
78282,Fatal
78283,Non-Fatal
78284,Non-Fatal
78285,Non-Fatal
78286,Non-Fatal
78287,Non-Fatal
78288,Non-Fatal
78289,Fatal
78290,Non-Fatal
78291,Non-Fatal
78292,Non-Fatal
78293,Non-Fatal
78294,Non-Fatal
78295,
78296,Non-Fatal
78297,Fatal
78298,Non-Fatal
78299,Non-Fatal
78300,Non-Fatal
78301,Non-Fatal
78302,Non-Fatal
78303,Non-Fatal
78304,Fatal
78305,Non-Fatal
78306,Non-Fatal
78307,Fatal
78308,Non-Fatal
78309,Non-Fatal
78310,Non-Fatal
78311,Non-Fatal
78312,Non-Fatal
78313,Fatal
78314,Non-Fatal
78315,Fatal
78316,Fatal
78317,Non-Fatal
78318,Non-Fatal
78319,Non-Fatal
78320,Non-Fatal
78321,Non-Fatal
78322,Non-Fatal
78323,Non-Fatal
78324,Non-Fatal
78325,Non-Fatal
78326,Fatal
78327,Non-Fatal
78328,Fatal
78329,Non-Fatal
78330,Non-Fatal
78331,Fatal
78332,Non-Fatal
78333,Non-Fatal
78334,Non-Fatal
78335,Non-Fatal
78336,Non-Fatal
78337,Non-Fatal
78338,Fatal
78339,Fatal
78340,
78341,Non-Fatal
78342,Non-Fatal
78343,Non-Fatal
78344,Non-Fatal
78345,Non-Fatal
78346,Non-Fatal
78347,Non-Fatal
78348,Non-Fatal
78349,Non-Fatal
78350,Non-Fatal
78351,Non-Fatal
78352,Fatal
78353,Non-Fatal
78354,Non-Fatal
78355,Non-Fatal
78356,Non-Fatal
78357,Non-Fatal
78358,Fatal
78359,Non-Fatal
78360,Non-Fatal
78361,Non-Fatal
78362,Non-Fatal
78363,Non-Fatal
78364,Fatal
78365,Non-Fatal
78366,Non-Fatal
78367,Non-Fatal
78368,Non-Fatal
78369,Non-Fatal
78370,Non-Fatal
78371,Non-Fatal
78372,Non-Fatal
78373,
78374,Fatal
78375,Fatal
78376,Non-Fatal
78377,Non-Fatal
78378,Non-Fatal
78379,Non-Fatal
78380,Non-Fatal
78381,Non-Fatal
78382,Non-Fatal
78383,Fatal
78384,Fatal
78385,Non-Fatal
78386,Non-Fatal
78387,Non-Fatal
78388,Non-Fatal
78389,Non-Fatal
78390,Non-Fatal
78391,Fatal
78392,Fatal
78393,Fatal
78394,Non-Fatal
78395,Non-Fatal
78396,Non-Fatal
78397,Non-Fatal
78398,Non-Fatal
78399,Non-Fatal
78400,Fatal
78401,Non-Fatal
78402,Non-Fatal
78403,Non-Fatal
78404,Non-Fatal
78405,Non-Fatal
78406,Non-Fatal
78407,Non-Fatal
78408,Fatal
78409,Non-Fatal
78410,Non-Fatal
78411,Non-Fatal
78412,Non-Fatal
78413,Non-Fatal
78414,Non-Fatal
78415,Non-Fatal
78416,Non-Fatal
78417,Fatal
78418,Non-Fatal
78419,Fatal
78420,Fatal
78421,Non-Fatal
78422,Non-Fatal
78423,Non-Fatal
78424,Fatal
78425,Non-Fatal
78426,Fatal
78427,
78428,Non-Fatal
78429,Non-Fatal
78430,Non-Fatal
78431,Non-Fatal
78432,Non-Fatal
78433,Non-Fatal
78434,Non-Fatal
78435,Non-Fatal
78436,Non-Fatal
78437,Non-Fatal
78438,
78439,Non-Fatal
78440,Fatal
78441,Non-Fatal
78442,Non-Fatal
78443,Non-Fatal
78444,Non-Fatal
78445,Non-Fatal
78446,Non-Fatal
78447,Non-Fatal
78448,Fatal
78449,Non-Fatal
78450,Non-Fatal
78451,Fatal
78452,Non-Fatal
78453,Non-Fatal
78454,Non-Fatal
78455,Non-Fatal
78456,Non-Fatal
78457,Non-Fatal
78458,Non-Fatal
78459,
78460,Non-Fatal
78461,Non-Fatal
78462,Non-Fatal
78463,Non-Fatal
78464,Non-Fatal
78465,Non-Fatal
78466,Non-Fatal
78467,Non-Fatal
78468,Non-Fatal
78469,Non-Fatal
78470,Fatal
78471,Non-Fatal
78472,Non-Fatal
78473,Fatal
78474,Non-Fatal
78475,Non-Fatal
78476,Non-Fatal
78477,Fatal
78478,Non-Fatal
78479,Non-Fatal
78480,Non-Fatal
78481,Non-Fatal
78482,Non-Fatal
78483,Non-Fatal
78484,Non-Fatal
78485,Fatal
78486,Non-Fatal
78487,Non-Fatal
78488,Non-Fatal
78489,
78490,Non-Fatal
78491,Non-Fatal
78492,Non-Fatal
78493,Non-Fatal
78494,Non-Fatal
78495,Non-Fatal
78496,Non-Fatal
78497,Fatal
78498,Non-Fatal
78499,Non-Fatal
78500,Non-Fatal
78501,Non-Fatal
78502,Non-Fatal
78503,Non-Fatal
78504,Non-Fatal
78505,Non-Fatal
78506,Fatal
78507,
78508,Non-Fatal
78509,Non-Fatal
78510,Non-Fatal
78511,Non-Fatal
78512,Non-Fatal
78513,Non-Fatal
78514,Non-Fatal
78515,Non-Fatal
78516,Non-Fatal
78517,Non-Fatal
78518,Non-Fatal
78519,Non-Fatal
78520,Non-Fatal
78521,Non-Fatal
78522,Non-Fatal
78523,Non-Fatal
78524,Non-Fatal
78525,Non-Fatal
78526,Non-Fatal
78527,Fatal
78528,Non-Fatal
78529,Non-Fatal
78530,Non-Fatal
78531,Non-Fatal
78532,Non-Fatal
78533,Non-Fatal
78534,Non-Fatal
78535,Non-Fatal
78536,Fatal
78537,Non-Fatal
78538,Non-Fatal
78539,Non-Fatal
78540,Non-Fatal
78541,Non-Fatal
78542,Fatal
78543,Non-Fatal
78544,Fatal
78545,Fatal
78546,Non-Fatal
78547,Non-Fatal
78548,Non-Fatal
78549,Fatal
78550,Non-Fatal
78551,Non-Fatal
78552,Non-Fatal
78553,Non-Fatal
78554,Non-Fatal
78555,Non-Fatal
78556,Non-Fatal
78557,Fatal
78558,Fatal
78559,Non-Fatal
78560,Fatal
78561,Non-Fatal
78562,Non-Fatal
78563,Non-Fatal
78564,Non-Fatal
78565,Non-Fatal
78566,Non-Fatal
78567,Fatal
78568,Non-Fatal
78569,Non-Fatal
78570,Non-Fatal
78571,Fatal
78572,Non-Fatal
78573,Non-Fatal
78574,Non-Fatal
78575,Non-Fatal
78576,Non-Fatal
78577,Fatal
78578,Fatal
78579,Non-Fatal
78580,
78581,Non-Fatal
78582,Non-Fatal
78583,Non-Fatal
78584,Non-Fatal
78585,Non-Fatal
78586,Fatal
78587,Fatal
78588,Non-Fatal
78589,Non-Fatal
78590,Non-Fatal
78591,Non-Fatal
78592,Fatal
78593,Fatal
78594,Non-Fatal
78595,Fatal
78596,Non-Fatal
78597,Fatal
78598,Non-Fatal
78599,Non-Fatal
78600,Non-Fatal
78601,Fatal
78602,Fatal
78603,Fatal
78604,Non-Fatal
78605,Non-Fatal
78606,Fatal
78607,Non-Fatal
78608,Non-Fatal
78609,Fatal
78610,Fatal
78611,Non-Fatal
78612,Non-Fatal
78613,Non-Fatal
78614,Non-Fatal
78615,Non-Fatal
78616,Non-Fatal
78617,Fatal
78618,Non-Fatal
78619,Fatal
78620,Non-Fatal
78621,Non-Fatal
78622,Non-Fatal
78623,Non-Fatal
78624,Non-Fatal
78625,Fatal
78626,Non-Fatal
78627,Non-Fatal
78628,Non-Fatal
78629,Non-Fatal
78630,Non-Fatal
78631,Non-Fatal
78632,Non-Fatal
78633,Non-Fatal
78634,Non-Fatal
78635,Non-Fatal
78636,Fatal
78637,Non-Fatal
78638,Non-Fatal
78639,Fatal
78640,Fatal
78641,Non-Fatal
78642,Non-Fatal
78643,Fatal
78644,Fatal
78645,Non-Fatal
78646,Non-Fatal
78647,Non-Fatal
78648,Non-Fatal
78649,Fatal
78650,Non-Fatal
78651,Non-Fatal
78652,Non-Fatal
78653,Non-Fatal
78654,Non-Fatal
78655,Non-Fatal
78656,Non-Fatal
78657,Non-Fatal
78658,Fatal
78659,Non-Fatal
78660,Non-Fatal
78661,Non-Fatal
78662,Non-Fatal
78663,Fatal
78664,Non-Fatal
78665,Non-Fatal
78666,Non-Fatal
78667,Non-Fatal
78668,Non-Fatal
78669,Fatal
78670,Non-Fatal
78671,Non-Fatal
78672,Non-Fatal
78673,Non-Fatal
78674,Non-Fatal
78675,Fatal
78676,Non-Fatal
78677,Fatal
78678,Fatal
78679,Non-Fatal
78680,Non-Fatal
78681,Non-Fatal
78682,Non-Fatal
78683,Non-Fatal
78684,Fatal
78685,Fatal
78686,Non-Fatal
78687,Non-Fatal
78688,Non-Fatal
78689,Non-Fatal
78690,Non-Fatal
78691,Non-Fatal
78692,Fatal
78693,Non-Fatal
78694,Non-Fatal
78695,Non-Fatal
78696,Non-Fatal
78697,Non-Fatal
78698,Non-Fatal
78699,Non-Fatal
78700,Non-Fatal
78701,Non-Fatal
78702,Fatal
78703,Fatal
78704,Non-Fatal
78705,Non-Fatal
78706,Fatal
78707,Non-Fatal
78708,Non-Fatal
78709,Fatal
78710,Non-Fatal
78711,Non-Fatal
78712,Non-Fatal
78713,Non-Fatal
78714,Non-Fatal
78715,Non-Fatal
78716,Fatal
78717,Non-Fatal
78718,Non-Fatal
78719,Fatal
78720,Non-Fatal
78721,Non-Fatal
78722,Non-Fatal
78723,Fatal
78724,Fatal
78725,Non-Fatal
78726,Non-Fatal
78727,Fatal
78728,Non-Fatal
78729,Non-Fatal
78730,Non-Fatal
78731,Non-Fatal
78732,Non-Fatal
78733,Non-Fatal
78734,Non-Fatal
78735,Non-Fatal
78736,Non-Fatal
78737,
78738,Fatal
78739,Non-Fatal
78740,Non-Fatal
78741,Non-Fatal
78742,
78743,Non-Fatal
78744,Fatal
78745,Non-Fatal
78746,Fatal
78747,Non-Fatal
78748,Non-Fatal
78749,Non-Fatal
78750,Fatal
78751,Non-Fatal
78752,Non-Fatal
78753,Fatal
78754,Non-Fatal
78755,Non-Fatal
78756,Non-Fatal
78757,Non-Fatal
78758,Non-Fatal
78759,Non-Fatal
78760,Fatal
78761,Non-Fatal
78762,Non-Fatal
78763,Non-Fatal
78764,Non-Fatal
78765,Non-Fatal
78766,Fatal
78767,Non-Fatal
78768,Fatal
78769,Non-Fatal
78770,Fatal
78771,Non-Fatal
78772,Non-Fatal
78773,Non-Fatal
78774,Non-Fatal
78775,Fatal
78776,Fatal
78777,Non-Fatal
78778,Non-Fatal
78779,Non-Fatal
78780,Non-Fatal
78781,Non-Fatal
78782,Non-Fatal
78783,Non-Fatal
78784,Fatal
78785,Non-Fatal
78786,Non-Fatal
78787,Non-Fatal
78788,Non-Fatal
78789,Non-Fatal
78790,Non-Fatal
78791,Non-Fatal
78792,Fatal
78793,Non-Fatal
78794,Non-Fatal
78795,Non-Fatal
78796,Non-Fatal
78797,Non-Fatal
78798,Non-Fatal
78799,Fatal
78800,
78801,
78802,Non-Fatal
78803,Non-Fatal
78804,Non-Fatal
78805,Non-Fatal
78806,Non-Fatal
78807,Non-Fatal
78808,Non-Fatal
78809,Non-Fatal
78810,Non-Fatal
78811,Fatal
78812,Fatal
78813,Non-Fatal
78814,Non-Fatal
78815,Non-Fatal
78816,Non-Fatal
78817,Non-Fatal
78818,Non-Fatal
78819,Non-Fatal
78820,Non-Fatal
78821,Non-Fatal
78822,Non-Fatal
78823,Non-Fatal
78824,Non-Fatal
78825,Non-Fatal
78826,Non-Fatal
78827,Non-Fatal
78828,Non-Fatal
78829,Non-Fatal
78830,Fatal
78831,Fatal
78832,Non-Fatal
78833,Non-Fatal
78834,Non-Fatal
78835,Non-Fatal
78836,Non-Fatal
78837,Non-Fatal
78838,Non-Fatal
78839,Non-Fatal
78840,Fatal
78841,Non-Fatal
78842,Non-Fatal
78843,Non-Fatal
78844,Fatal
78845,Non-Fatal
78846,Non-Fatal
78847,Non-Fatal
78848,Non-Fatal
78849,Non-Fatal
78850,Non-Fatal
78851,Fatal
78852,Non-Fatal
78853,
78854,Fatal
78855,Non-Fatal
78856,Non-Fatal
78857,Non-Fatal
78858,Non-Fatal
78859,Non-Fatal
78860,Fatal
78861,Fatal
78862,Fatal
78863,Fatal
78864,Non-Fatal
78865,Non-Fatal
78866,Non-Fatal
78867,Non-Fatal
78868,Non-Fatal
78869,Non-Fatal
78870,Non-Fatal
78871,Non-Fatal
78872,Non-Fatal
78873,
78874,Non-Fatal
78875,Fatal
78876,Fatal
78877,Fatal
78878,Non-Fatal
78879,Non-Fatal
78880,Fatal
78881,Non-Fatal
78882,Non-Fatal
78883,Fatal
78884,Fatal
78885,Non-Fatal
78886,Non-Fatal
78887,Fatal
78888,Fatal
78889,Non-Fatal
78890,Non-Fatal
78891,Non-Fatal
78892,Non-Fatal
78893,Non-Fatal
78894,Non-Fatal
78895,Non-Fatal
78896,Non-Fatal
78897,Fatal
78898,Non-Fatal
78899,Non-Fatal
78900,Non-Fatal
78901,Fatal
78902,Non-Fatal
78903,Non-Fatal
78904,Non-Fatal
78905,Non-Fatal
78906,Non-Fatal
78907,Fatal
78908,Non-Fatal
78909,Non-Fatal
78910,Fatal
78911,Fatal
78912,Non-Fatal
78913,Fatal
78914,Non-Fatal
78915,Fatal
78916,Non-Fatal
78917,Fatal
78918,Non-Fatal
78919,Non-Fatal
78920,Fatal
78921,Non-Fatal
78922,
78923,
78924,Non-Fatal
78925,Non-Fatal
78926,Non-Fatal
78927,Non-Fatal
78928,Non-Fatal
78929,Non-Fatal
78930,Non-Fatal
78931,Non-Fatal
78932,Non-Fatal
78933,Non-Fatal
78934,Non-Fatal
78935,Non-Fatal
78936,Non-Fatal
78937,Non-Fatal
78938,Non-Fatal
78939,Fatal
78940,Fatal
78941,Non-Fatal
78942,Non-Fatal
78943,
78944,Fatal
78945,Non-Fatal
78946,Non-Fatal
78947,
78948,Non-Fatal
78949,Non-Fatal
78950,Non-Fatal
78951,Non-Fatal
78952,Non-Fatal
78953,Fatal
78954,Non-Fatal
78955,Non-Fatal
78956,Non-Fatal
78957,Fatal
78958,Non-Fatal
78959,Fatal
78960,
78961,Fatal
78962,Non-Fatal
78963,Non-Fatal
78964,Non-Fatal
78965,Non-Fatal
78966,Non-Fatal
78967,Non-Fatal
78968,Non-Fatal
78969,Non-Fatal
78970,
78971,
78972,Non-Fatal
78973,Non-Fatal
78974,Fatal
78975,Non-Fatal
78976,Non-Fatal
78977,Non-Fatal
78978,Non-Fatal
78979,Non-Fatal
78980,Non-Fatal
78981,Non-Fatal
78982,Fatal
78983,Non-Fatal
78984,Non-Fatal
78985,Non-Fatal
78986,Non-Fatal
78987,Non-Fatal
78988,Fatal
78989,Non-Fatal
78990,Non-Fatal
78991,Non-Fatal
78992,
78993,Fatal
78994,Fatal
78995,Non-Fatal
78996,Non-Fatal
78997,Non-Fatal
78998,Non-Fatal
78999,
79000,Non-Fatal
79001,Non-Fatal
79002,Non-Fatal
79003,Non-Fatal
79004,Non-Fatal
79005,Non-Fatal
79006,Non-Fatal
79007,Non-Fatal
79008,Non-Fatal
79009,Fatal
79010,
79011,Non-Fatal
79012,Non-Fatal
79013,Non-Fatal
79014,Non-Fatal
79015,Fatal
79016,Non-Fatal
79017,Non-Fatal
79018,Non-Fatal
79019,Fatal
79020,Fatal
79021,Fatal
79022,Non-Fatal
79023,Non-Fatal
79024,Fatal
79025,Non-Fatal
79026,Non-Fatal
79027,Non-Fatal
79028,Non-Fatal
79029,Non-Fatal
79030,Non-Fatal
79031,Fatal
79032,Non-Fatal
79033,
79034,Non-Fatal
79035,Non-Fatal
79036,
79037,
79038,Non-Fatal
79039,Non-Fatal
79040,
79041,Non-Fatal
79042,Non-Fatal
79043,Fatal
79044,Non-Fatal
79045,Non-Fatal
79046,Non-Fatal
79047,
79048,Fatal
79049,Non-Fatal
79050,Non-Fatal
79051,Non-Fatal
79052,Non-Fatal
79053,Non-Fatal
79054,Non-Fatal
79055,Non-Fatal
79056,Fatal
79057,Non-Fatal
79058,Fatal
79059,Non-Fatal
79060,Non-Fatal
79061,Non-Fatal
79062,Non-Fatal
79063,Non-Fatal
79064,Non-Fatal
79065,Non-Fatal
79066,Non-Fatal
79067,Non-Fatal
79068,
79069,Fatal
79070,Non-Fatal
79071,Non-Fatal
79072,Non-Fatal
79073,Non-Fatal
79074,Non-Fatal
79075,Non-Fatal
79076,Non-Fatal
79077,Non-Fatal
79078,Non-Fatal
79079,Fatal
79080,Non-Fatal
79081,Non-Fatal
79082,Non-Fatal
79083,Fatal
79084,Non-Fatal
79085,Non-Fatal
79086,Non-Fatal
79087,Non-Fatal
79088,
79089,Non-Fatal
79090,Non-Fatal
79091,Non-Fatal
79092,Non-Fatal
79093,
79094,Non-Fatal
79095,Non-Fatal
79096,Non-Fatal
79097,
79098,Non-Fatal
79099,Non-Fatal
79100,Fatal
79101,Non-Fatal
79102,Non-Fatal
79103,Fatal
79104,Non-Fatal
79105,Non-Fatal
79106,Non-Fatal
79107,Non-Fatal
79108,Non-Fatal
79109,Non-Fatal
79110,Non-Fatal
79111,Non-Fatal
79112,
79113,Non-Fatal
79114,Fatal
79115,Non-Fatal
79116,Non-Fatal
79117,Fatal
79118,Non-Fatal
79119,Non-Fatal
79120,Fatal
79121,Non-Fatal
79122,Non-Fatal
79123,Non-Fatal
79124,Non-Fatal
79125,Non-Fatal
79126,Fatal
79127,Non-Fatal
79128,Fatal
79129,Non-Fatal
79130,Fatal
79131,Non-Fatal
79132,Non-Fatal
79133,Non-Fatal
79134,Fatal
79135,Non-Fatal
79136,Non-Fatal
79137,Fatal
79138,Non-Fatal
79139,Non-Fatal
79140,Non-Fatal
79141,Non-Fatal
79142,Non-Fatal
79143,Non-Fatal
79144,Non-Fatal
79145,Non-Fatal
79146,
79147,Non-Fatal
79148,Non-Fatal
79149,Non-Fatal
79150,Non-Fatal
79151,Non-Fatal
